game,event_slug,condition_id,team0,team1,series_winner,map1_winner,map2_winner,swept,volume_usd,token_id_yes,token_id_no,game_start_utc
dota2,dota2-xtreme-ngx-2025-11-18,0x088e1b153fdc5e7ee968eeb1db26fc35da3612cc0313bef01f3d7d4ed13c6fba,Xtreme Gaming,Nigma Galaxy,Xtreme Gaming,Xtreme Gaming,Xtreme Gaming,t,33336,84667683797410322026165645363689623090932770263572390201634433665242508282659,9795814859548611993040157143749772318831706407316646192192291068459466968327,2025-11-18T14:00:00Z
cs2,cs2-prv-bcg-2025-11-18,0x2c5b137762e2f62f7944c8684948e36b8c3527f3a76fca56a6dcbed0e4814a7d,PARIVISION,BC.Game Esports,PARIVISION,PARIVISION,PARIVISION,t,12321,2318921810526924740996384590392225190656007664929965516125879949367915130523,95770573345130778082812079387855930390023977599511941383316477709158232239157,2025-11-18T18:00:00Z
dota2,dota2-navi-tundra-2025-11-19,0xb033743b9a55a23f87041843c69243fd6249a9b4ccf1fcd73a42fd17864d4995,Natus Vincere,Tundra Esports,Tundra Esports,Tundra Esports,Tundra Esports,t,53482,73212353569162416643797886911423373324550466901411894535634314333640642585753,78950242014902946538903127183763093590797426765764915974132756209846152622611,2025-11-19T08:00:00Z
dota2,dota2-bb4-gl-2025-11-19,0x97c4f053a05277eee99c670cb3cd955c0f87e924f5437a755d4193a7bd8ac69d,BetBoom Team,GamerLegion,BetBoom Team,GamerLegion,BetBoom Team,f,150724,23314581953105614026952970351542835128072334111586405198849064316272784285822,65811656231154693250388083887652036654585490786443895236734571204477217021169,2025-11-19T11:00:00Z
dota2,dota2-xtreme-heroic-2025-11-19,0x16c738afbf560d50cca6176a69d83b254ec9d39e77f4e9ef01f8862ab9243834,Xtreme Gaming,Heroic,Heroic,Xtreme Gaming,Heroic,f,223587,72448837174811071984401771301999977936362194328788117195619767651216119690732,25015714460448859332946581384334387032291209393130355896999257035718855490566,2025-11-19T14:00:00Z
cs2,cs2-sin2-friendlycampers-2025-11-19,0xa0a95d108de0c1ce877ac49eb692c7da8fb543335301a4089922f41fe2bc28dc,Sinners,FriendlyCampers,Sinners,Sinners,Sinners,t,1235,41455599825223807117174506970912898643682186567435575286044081524656132282139,49070911620184728172000058401680937605142711066374396121303948415204859083833,2025-11-19T18:00:00Z
dota2,dota2-pari-mouz-2025-11-20,0x8c70aeb9c4da92f0fa2a46e1e98ecc9b1d11090b16542a5d1a60154de848b71e,PARIVISION,MOUZ,PARIVISION,PARIVISION,MOUZ,f,282716,47802340620361052715229088004596156305728661379318779276407000375437944148838,61547260564622884879965412618562653814282692828898425463290910453246957685333,2025-11-20T08:00:00Z
valorant,val-nit-negc-2025-11-20,0x879a8674aea0fef1f9d60e817f42c0d88b154d6fdde92c20c4180804d1fd3e39,Ninetails,Nova Esports GC,Nova Esports GC,Nova Esports GC,Nova Esports GC,t,12569,73992618970420102006494300412018894964629085437765982578509470633953693322620,32547190973768233266548836237069144463733254702474001761213608095456681671835,2025-11-20T08:00:00Z
cs2,cs2-vnm-orm-2025-11-20,0xc85adb00f5f917c82fcccb3416c9d47c2427d86f38343fb7fc4008b8eee578c4,Venom,Oramond,Oramond,Oramond,Oramond,t,6860,19149630802590983329089398526337393540642773157931788436406340138726172020879,53729099752646239780040264025422637632167043730793631867992194387092232200796,2025-11-20T09:00:00Z
dota2,dota2-ts8-heroic-2025-11-20,0xee1e1f08164d6bb8f6d135ab74af0ba6e58e8c434b9d0e3694a56eabba4438fa,Team Spirit,Heroic,Team Spirit,Team Spirit,Team Spirit,t,87988,115097547570033162722548440103338773087756463976340195865048046825261035077385,14368067425607574909162483905159031257014085579583879454720280081852658143917,2025-11-20T11:00:00Z
valorant,val-mibrf-gxgc-2025-11-20,0xe547c5a3ecea8e07435dd146beee5f9a6b267d16767ed0a9160f77fceffe27e8,MIBR Female,GIANTX GC,MIBR Female,GIANTX GC,MIBR Female,f,4178,84117042361513333976451485762430906224386965534396285648551708130779327677934,51933876963689886417402186364193540751074394161783226397002457659850589235083,2025-11-20T11:00:00Z
cs2,cs2-bcg-k271-2025-11-20,0x569940e9a240120d135195d85128126e193dbc1c7ba5525e4de0b02c10e9a684,BC.Game Esports,K27,K27,BC.Game Esports,K27,f,61395,86228683830861613963398561024148535859950100043501264939046055945345874812983,110898383533517138926543913335726301003099642261555214740056732281042329138783,2025-11-20T12:00:00Z
dota2,dota2-og-bb4-2025-11-20,0xcd8c154174fba1412bd0e022951da9faa9d7b0c77a642b50b85d71a8ad88f5d6,OG,BetBoom Team,OG,BetBoom Team,OG,f,327937,11911814200871397518283582722040412140718055171229374526120025698373514162211,4620954956075709239274786033603168834246488463038781709219341201954996840124,2025-11-20T14:00:00Z
cs2,cs2-z10-ntr-2025-11-20,0x964fbed2d92b73c851a96a7cc78638f97d15535b417f2c4df90b889d45d98088,Zero Tenacity,Nuclear TigeRES,Nuclear TigeRES,Zero Tenacity,Nuclear TigeRES,f,54956,20339865064192802691535732567159364244982429868532514110879968214959904131542,110002514681603718616179419264711485582410627625167467670658550693321937728229,2025-11-20T15:00:00Z
dota2,dota2-liquid-tundra-2025-11-20,0x838cd251dcf0c3b1e2032275b8538be1213496c391f32789cf438214cf1a325e,Team Liquid,Tundra Esports,Team Liquid,Team Liquid,Team Liquid,t,192617,64650109807926164918898273365323806781464841778749901460711871106283493489819,17017976967268901125432607918847619117654213625363062695053168530017897582467,2025-11-20T17:00:00Z
dota2,dota2-mouz-heroic-2025-11-21,0xab4c333914a9ec2cd9d890a73edfbc6d0b26e3e01d989d3d76e233fd549443c3,MOUZ,Heroic,MOUZ,MOUZ,MOUZ,t,154563,11871224353210397586224221208772621485266810616015065434288460568883125060108,43164895153749542757513692031505998801978119380806806706176133001136069654405,2025-11-21T08:00:00Z
valorant,val-xip-kc1-2025-11-21,0x5809812f7c6205c0d0a981a2794fe1db1a904a2c503834ec0db47c5f397488e4,Xipto GC,Karmine Corp GC,Karmine Corp GC,Karmine Corp GC,Karmine Corp GC,t,7257,100709214965678365772984121203088896170214785841803381985047043990207915117509,56726035281965690907547796191177570600265304987581151225961797716025976542788,2025-11-21T08:00:00Z
cs2,cs2-eye-cs1-2025-11-21,0x1c1a42c33fd2a7f0a9a38a944ee333ed1db187900c33db45e88b7b08aa46d131,EYEBALLERS,CYBERSHOKE Esports,EYEBALLERS,EYEBALLERS,CYBERSHOKE Esports,f,51804,74330229571131041007974327280383139584216141599332350597998405224469546198636,77263199178222510674196124022042856094534880633058949202397170312478573875643,2025-11-21T09:00:00Z
dota2,dota2-bb4-tundra-2025-11-21,0x6d31bc48b1ca5f8021294882879e855974ee0ab81c2a71fea3eba2c6de337ee5,BetBoom Team,Tundra Esports,BetBoom Team,Tundra Esports,BetBoom Team,f,321392,61567029529636683032782227460709191361188317285387914468137951282244557689757,9746822230116954706212221427373861021149583157660598944855465176004644790055,2025-11-21T11:00:00Z
valorant,val-tl-kru-2025-11-21,0xd8b2d6f3409a0c544c9b0489419f0de15ef37b3eef6039781c1a914269c938db,Team Liquid Brazil,KRÜ Blaze,Team Liquid Brazil,Team Liquid Brazil,Team Liquid Brazil,t,18332,104822343816587315699362587332702367255861845519804412136817311427246324721499,73297492856038697165454843253814891695717997251604334352176583511128296817401,2025-11-21T11:00:00Z
dota2,dota2-pari-ts8-2025-11-21,0x070592d682562effff03c9e0e3bf063f188bc8af311be9e4a4206b1e2dceb9dc,PARIVISION,Team Spirit,Team Spirit,PARIVISION,Team Spirit,f,452014,24249190871425060979685418876398992652572197518601247058250361830579930905627,21365634771024257906763916778912095548742280608229645855423642001654719035673,2025-11-21T14:00:00Z
cs2,cs2-big5-leo2-2025-11-21,0xeaa6b804f272f9b4d80dd14dc6ccbb7f7ce4f78a6bc92130fcaf5d759178d063,BIG,Leo Team,Leo Team,Leo Team,Leo Team,t,37283,21796272298516866338864502723510568385656111013093274284134640608017186538433,58226212469884042197205039976220019669026496420840288642253969852640414649512,2025-11-21T15:00:00Z
dota2,dota2-og-liquid-2025-11-21,0x2ed035b14338f94a11e5819d9689e6439040586dbfd849a0d5d6995e50069705,OG,Team Liquid,Team Liquid,Team Liquid,OG,f,519956,38856234495222764462805591985258100174247046111631825525319588019778459739778,82472556098919926546756269077277783813918242198497828004185243955106607500509,2025-11-21T17:00:00Z
cs2,cs2-hero-500-2025-11-21,0x5e51d7bd94ebe15972a9edaa58ebf20030b61464d321f7f8d085bc2da10c5963,Heroic,500,Heroic,Heroic,Heroic,t,27838,107382384744540989333893437684805567881085718499794071206455835717633807044851,55628465586865382933998618331820814964152947214567731745054205867414040761581,2025-11-21T18:00:00Z
dota2,dota2-bb4-pari-2025-11-22,0xdcadc8cb47d9387170cac5d737922680d113a4fbfa1a3a78e10b2991b2594286,BetBoom Team,PARIVISION,BetBoom Team,BetBoom Team,PARIVISION,f,350276,9098389779123957867586139528126758810727539087939437833570651851144785337974,23623060662004415452240432010728160761338140287976620079662467668822835625552,2025-11-22T08:00:00Z
valorant,val-g2-negc-2025-11-22,0x06126eb980ab8c18c9f2dca9d012a5339794aaaeeffaa5aab75de1d4ddf421c6,G2 Gozen,Nova Esports GC,G2 Gozen,G2 Gozen,G2 Gozen,t,15357,63396744556096938162692855868559604896773949725480804131498761623781988165989,57793658101177357415480047955846004237630220941514266698711285497433436075434,2025-11-22T08:00:00Z
cs2,cs2-saw2-eye-2025-11-22,0x64fdf688eaddd8dbcd67cee9de92e16376d683dee6a2157e8ed32ab7e3ad8fa0,SAW,EYEBALLERS,EYEBALLERS,EYEBALLERS,EYEBALLERS,t,38290,106147218065177662337780533628862314358481530711922439323822391325920502182207,58442753752007595611323147120443683898878113690681770757977181422621290677158,2025-11-22T09:00:00Z
dota2,dota2-og-mouz-2025-11-22,0xcefe97782fb77c997bf90dadc1ef2d6c00ae61b0cf490698fb61267938d480a0,OG,MOUZ,MOUZ,MOUZ,MOUZ,t,165058,13186660808386039677793412232791830698159715172592298042317037705361933085846,75147123560123372938482394238292356654393522296232504826191889789568980376197,2025-11-22T11:00:00Z
valorant,val-srg-mibrf-2025-11-22,0x69851435cdc5661570f1ed831cd0b59ba43ca7ffba92a5290a2093edaeadf5f2,Shopify Rebellion Gold,MIBR Female,Shopify Rebellion Gold,Shopify Rebellion Gold,Shopify Rebellion Gold,t,9197,112742423761199901494702475531592002059604481447954347174787059158770196809725,25305412473048656178068829122962854869403288265647858143111142057044186102825,2025-11-22T11:00:00Z
cs2,cs2-k271-leo2-2025-11-22,0xbbf2d4a0ccd5198cc07b74e51bd33bda6ea6d3076de01975127002751c3f142e,K27,Leo Team,Leo Team,Leo Team,Leo Team,t,16340,46650998012025924964837855308647043351969175371762911629523078100300419467580,39569829170980729619920383885126918229903014863406718346176818261723251841804,2025-11-22T12:00:00Z
dota2,dota2-ts8-liquid-2025-11-22,0x3b3dbff2e75049d335b3321bcbe8dfd21d1926da71b9842193837a655efa6543,Team Spirit,Team Liquid,Team Spirit,Team Liquid,Team Spirit,f,421083,10812494453840770095339068316727332964769502798842202716874140408908570958598,21292038970459549919996671231221777851792060682780587557120898797675848225663,2025-11-22T14:00:00Z
cs2,cs2-bb3-orm-2025-11-22,0xf34ea9da4ffcf8bea701e063b131cde5a85bae34fdbaaa3d74538a5fcf67fcc9,BetBoom Team,Oramond,BetBoom Team,BetBoom Team,BetBoom Team,t,19002,27626117190105038231149433954955839765094124557688478034829491850329951071280,61591292299363734548009535580586457744691064571313608620371261756523821531067,2025-11-22T15:00:00Z
dota2,dota2-mouz-bb4-2025-11-22,0x36ae2b9ae3a4f2fd5510793392c898e7f007df02efe89718141930faa9e0f9f0,MOUZ,BetBoom Team,MOUZ,BetBoom Team,MOUZ,f,279451,27091386924010051589811013755198259047402679511212210592522018297119676632967,40590897728970798796992187845358814244088780397843822153214523873463874001076,2025-11-22T17:00:00Z
cs2,cs2-ntr-hero-2025-11-22,0x38ee985636c169c4a0d496c8c9ef3ec3acce18aaffda08d1988600f8913d55d2,Nuclear TigeRES,Heroic,Heroic,Heroic,Heroic,t,34287,14297763449586127133199501988465990995828837678490142970478660783155116452584,88844410598485841114512859060172198877082546745579361486305276816481624261758,2025-11-22T18:00:00Z
dota2,dota2-liquid-mouz-2025-11-23,0x4e9f2af32fe634fc612f28e9b8f1fa07a3f875f975bf92d5850ecfadccffc0ad,Team Liquid,MOUZ,MOUZ,MOUZ,Team Liquid,f,598379,78880826814650455873116705625461555298312087421031611546044221220180351496733,9541254814381815407508433831123807283558833135974686912687428930440846985916,2025-11-23T09:00:00Z
cs2,cs2-leo2-eye-2025-11-23,0xaa2038d7f6a565f3ae25de5199b1a239c845bef28ce8f11666d8c35f2a325d40,Leo Team,EYEBALLERS,EYEBALLERS,EYEBALLERS,Leo Team,f,26895,22057878806010920836117476767211249439132686223544469196635372903201398147778,89285333970593771739438617106201798826520451449121290132794294034300149075693,2025-11-23T11:00:00Z
valorant,val-kru-gxgc-2025-11-23,0xdd11bcb11876ef25fa15453b9e8a5966ca5f2ad6470736ae9b3355152c12a863,KRÜ Blaze,GIANTX GC,KRÜ Blaze,KRÜ Blaze,GIANTX GC,f,10003,111846053387658126262824327544575543347024127910329353132810296189252432516507,6964874021908923177422880774060519035744240937079277314507381836115041754144,2025-11-23T11:00:00Z
valorant,val-nit-xip-2025-11-23,0x6119f8929493e12e674742d51f269fee7a3b4cb3e741980081898aee6622e180,Ninetails,Xipto GC,Ninetails,Ninetails,Xipto GC,f,14199,42809789870971705421505476432414092344892273366699643489606574584755433217711,85846044307172911355493079365988505024953256997536337889737923029224933449878,2025-11-23T11:00:00Z
cs2,cs2-bb3-hero-2025-11-23,0x40afc4130a9c6c0f9fd8dedd2c5b65ab80d06104280d5d09e832ecb46cc3018b,BetBoom Team,Heroic,BetBoom Team,BetBoom Team,BetBoom Team,t,56764,103595629651721374207495380186158143197986392214384030235078349318968971259511,4650671382553685893357918188562087070983452052560241573469751552843627124324,2025-11-23T14:00:00Z
valorant,val-negc-kru-2025-11-24,0x8c174455b1dbe87656f41969050f48703f28edfb2d64297e219392ca2a08d674,Nova Esports GC,KRÜ Blaze,KRÜ Blaze,KRÜ Blaze,KRÜ Blaze,t,22818,90365407605970467995511830809956429458442755890946896327000999568394774628392,3655624638576490888485271707361961084787315819282101305380143502767414789137,2025-11-24T08:00:00Z
valorant,val-mibrf-nit-2025-11-24,0xd8b675c141dc3e26620a0258138fca77de2ec7c12a859fb5c4a46b09c6179b1a,MIBR Female,Ninetails,MIBR Female,MIBR Female,MIBR Female,t,4704,5450262162856399105368015148190823713272037207666329910786027720519272976619,72229909925899030470913400477756475911662961107536814230776080840548517793740,2025-11-24T11:00:00Z
cs2,cs2-fly-fx-2025-11-25,0x096a8161ba248e26e4631978e911bef31867a211c6e5a323fed0d1ea86fac3b1,FlyQuest,Fluxo,FlyQuest,FlyQuest,FlyQuest,t,159051,42529078861586055422993087212354119735324437926497684574466246551950216016608,15998214861258317831945972593889697288646562290995078225099883347566255337706,2025-11-25T16:00:00Z
cs2,cs2-gl1-ra1-2025-11-25,0x09c224c9800b0065cc56b7de5dd5ec3d6237b1b774e84a3096a60d3703ad4102,GamerLegion,Rare Atom,GamerLegion,GamerLegion,GamerLegion,t,210026,13473591078938271637799445213342003213319233369369504763900543716012232522879,95606730163830560046025145088719254814428407653289027308521272386203195155333,2025-11-25T16:00:00Z
cs2,cs2-m80-nrg-2025-11-25,0xbad63148d005794b0bc7eeb2f82dab763ec5159791ed68c3c9cf75329c1fb5f8,M80,NRG,M80,M80,M80,t,250041,55155314263499519541254327182505705761576124318941191629710632475524413221398,70521575975804311614902831104019771397948637949367708181088704096764072298804,2025-11-25T18:30:00Z
cs2,cs2-the9-lvg-2025-11-25,0x4adcefbe4aae0862d210fe42d9b38ef001bc6470253bede801f3e7a0af10995e,The Huns Esports,Lynn Vision,The Huns Esports,The Huns Esports,The Huns Esports,t,166362,20417739584884910847891056915635828224021093774610594260053597953363787667967,29767496747734823446003593552448448736040497917974091180677466825504169414531,2025-11-25T18:30:00Z
valorant,val-tl-g2-2025-11-26,0x687155dc378e0fca2b623276377a997777209c8b980f2b3c612d926f1362bddf,Team Liquid Brazil,G2 Gozen,Team Liquid Brazil,Team Liquid Brazil,G2 Gozen,f,43940,57024575577114820020428908989726897732622620505283172160215131548277073600735,109347714816170145422393984523416765329719634823372743309808465810593999003019,2025-11-26T08:00:00Z
valorant,val-kc1-srg-2025-11-26,0x85acb166473f9c33fd9919c8f2d94b3466652763bff4b6ea9c04fc26befa1dfa,Karmine Corp GC,Shopify Rebellion Gold,Shopify Rebellion Gold,Shopify Rebellion Gold,Karmine Corp GC,f,53544,80143300237901850949743322260064547206529649423784374895165337632250446710200,60526855287198334812934981114843240240159784658451150857492979432838607939023,2025-11-26T11:00:00Z
cs2,cs2-b8-lgc-2025-11-26,0xa7b28cf6f46891a121ec6ef3c51fc2e434c2ec2833460fbabc370b6e1cb2b8e6,B8,Legacy,B8,B8,B8,t,258457,8643425490856678513162910176394875641126421991845641179059242501074186299719,63806405269372913845114278755662685094438078286389172757467987623321305821922,2025-11-26T14:00:00Z
cs2,cs2-fx-nip-2025-11-26,0x61aca5d58df30369b94e32061df820979695a4220f851a12e8c945dcbc673c88,Fluxo,NIP,NIP,NIP,NIP,t,256578,16098595854139421397647070145427358838717065239719574159640813534973512539552,11731611902970058285352901435517668208137598520819354611735641660836558898373,2025-11-26T14:00:00Z
cs2,cs2-nrg-fnc-2025-11-26,0x79d71acd322103cd41a4cd9ca3801a2f0535ec1a3f657e76d5f8142c7268d0a5,NRG,fnatic,fnatic,NRG,fnatic,f,453716,6262337054936387669053791017223222180750052488179267617924310795288673523263,2795472533779507551866210829463898465906871992889768717749836546604552852030,2025-11-26T16:30:00Z
cs2,cs2-red9-faze-2025-11-26,0xe46b6d70b7950124ae48d085cb3dc542974a7314a0733e0e307ee09680b03858,RED Canids,FaZe,FaZe,RED Canids,FaZe,f,552636,96721285563365399874553325467382709267188565367971105258769137401198027815168,55380174406516259981778205327314077326278571031394081689445024304016390506804,2025-11-26T16:30:00Z
cs2,cs2-imp11-the9-2025-11-26,0x27c430c47fae5bd737f84004a03fcf8c3c225647123f69422a82d084e742266d,Imperial,The Huns Esports,Imperial,Imperial,Imperial,t,312054,68694605271943631438447219576696697302792542179790840422350118740211932217187,48125745825013179434175366958187671888046590605200956550299449181779279742096,2025-11-26T19:00:00Z
cs2,cs2-prv-gl1-2025-11-26,0x6d88798c526fcb0edbe866ebdb9c3c6269ed55b307345301ce0d18408371d409,PARIVISION,GamerLegion,PARIVISION,PARIVISION,PARIVISION,t,300669,41572735179771267369130581047678256613538905398823259239626921596895992335409,54081235650958527947465553843071707479419099412532926894745044344720886704561,2025-11-26T19:00:00Z
valorant,val-mibrf-g2-2025-11-27,0xd8953416d29b368433e7a5988bb1a077cd74402ea6430ccc1f0e6d3a6999939f,MIBR Female,G2 Gozen,MIBR Female,MIBR Female,G2 Gozen,f,59175,103600681068311992882702158437889541957754789002399424634435272365483937353681,90814228125220224129862241013159415007816600700957778479535265421989531642193,2025-11-27T08:00:00Z
valorant,val-kc1-kru-2025-11-27,0x89a0ccf2f79d3854fc9ad627d0fba8b17f4a76eabbc7e5bb384b5d81b6aea548,Karmine Corp GC,KRÜ Blaze,KRÜ Blaze,KRÜ Blaze,KRÜ Blaze,t,28352,30775988183693806350049262945758634615542820095952504050416775885686037437520,36558663389484640400869449502660947172484490069440083335273542095573594657082,2025-11-27T11:00:00Z
